transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000368428	FLAD1	1111	651	1037	46	163	12
ENST00000417934	ZBTB7B	4017	459	2180	100	196	7
ENST00000535420	ZBTB7B	3777	321	1940	100	196	7
ENST00000611010	FDPS	1196	393	1139	310	508	21
ENST00000292254	RUSC1	2163	319	1620	51	228	16
ENST00000490373	RUSC1	1700	906	1541	106	283	16
ENST00000471876	RUSC1	1749	823	1206	89	266	16
ENST00000360089	KIRREL	3304	592	2373	564	681	4
ENST00000368167	CD1E	1458	240	1406	40	328	15
ENST00000444681	CD1E	1820	294	1163	94	376	15
ENST00000566111	IFI16	856	608	856	9	249	14
ENST00000368122	ACKR1	1740	680	1690	179	818	4
ENST00000368122	ACKR1	1740	680	1690	15	147	4
ENST00000321935	FCRL6	1997	87	1328	83	200	7
ENST00000426543	CFAP45	1976	457	1857	305	509	6
ENST00000479940	CFAP45	896	473	896	321	525	6
ENST00000368090	PIGM	4319	253	1524	104	200	1
ENST00000368007	NIT1	1749	383	1321	133	271	16
ENST00000368006	DEDD	2345	216	1172	44	176	12
ENST00000367988	TOMM40L	2708	270	1196	8	131	10
ENST00000545897	TOMM40L	2807	334	1158	72	195	10
ENST00000493151	NOS1AP	5559	2368	3003	1381	1513	6
ENST00000493151	NOS1AP	5559	2368	3003	1202	1322	6
ENST00000493151	NOS1AP	5559	2368	3003	741	912	6
ENST00000367926	UAP1	2294	303	1820	152	314	7
ENST00000271469	UAP1	2377	330	1898	179	341	7
ENST00000367922	DDR2	10160	439	3006	332	443	6
ENST00000367909	RGS4	3200	341	958	75	192	10
ENST00000545172	ADCY10	4966	303	4676	53	206	5
ENST00000392078	PRRC2C	1919	968	1867	367	472	12
ENST00000341785	FAM163A	2909	397	900	103	328	1
ENST00000528443	TOR1AIP1	3685	462	2216	152	353	12
ENST00000417584	GLUL	4065	244	1365	85	229	12
ENST00000642379	None	None	None	None	27	171	0
ENST00000391995	RGS13	1505	289	768	178	283	4
ENST00000332129	KIF21B	9897	318	5192	177	288	5
ENST00000422435	KIF21B	5519	318	5231	177	288	5
ENST00000421663	TNNT2	1084	213	893	127	334	25
ENST00000531916	CSRP1	890	365	826	202	460	19
ENST00000340006	CSRP1	1952	192	773	29	287	19
ENST00000367306	CSRP1	2129	365	946	202	460	19
ENST00000295706	PPFIA4	6395	1972	4050	1949	2057	13
ENST00000272198	PPFIA4	5045	594	2699	104	458	13
ENST00000599966	PPFIA4	3178	537	2615	47	401	13
ENST00000545499	TMCC2	3339	226	2121	8	113	9
ENST00000367156	KLHDC8A	3177	818	1870	403	676	12
ENST00000367030	LAMB3	3931	119	3637	25	277	6
ENST00000366942	USH2A	6320	388	5028	200	386	4
ENST00000307340	USH2A	18883	388	15996	200	386	4
ENST00000391878	TP53BP2	4741	770	3787	306	429	14
ENST00000537914	TMEM63A	1018	638	886	372	468	9
ENST00000366779	ADCK3	5523	2772	4715	2304	2589	9
ENST00000366769	CDC42BPA	10855	1293	6452	733	859	13
ENST00000366766	CDC42BPA	10610	3152	6208	384	510	13
ENST00000366764	CDC42BPA	10445	944	6043	384	510	13
ENST00000366769	CDC42BPA	10855	1293	6452	209	302	13
ENST00000366769	CDC42BPA	10855	1293	6452	798	933	13
ENST00000334218	CDC42BPA	10134	533	5731	38	173	13
ENST00000366764	CDC42BPA	10445	944	6043	449	584	13
ENST00000366766	CDC42BPA	10610	3152	6208	449	584	13
ENST00000534989	COG2	2963	336	2375	298	460	9
ENST00000436239	GNPAT	839	173	839	20	134	5
ENST00000416000	GNPAT	1924	164	1924	11	125	5
ENST00000366647	GNPAT	2643	170	2212	17	131	5
ENST00000644483	None	None	None	None	11	125	0
ENST00000319653	FMN2	6434	231	5399	67	193	7
ENST00000366491	GCSAML	4130	498	845	11	110	11
ENST00000526896	GCSAML	522	282	522	2	101	11
ENST00000536561	GCSAML	4063	348	755	68	167	11
ENST00000527541	GCSAML	1094	284	595	53	152	11
ENST00000527084	GCSAML	1308	359	670	68	167	11
ENST00000366489	GCSAML	4030	377	724	6	105	11
ENST00000636087	RP11-235D19.4	1229	252	419	110	236	1
ENST00000407844	MYT1L	3642	357	911	321	465	13
ENST00000399157	MYT1L	670	1	609	341	485	13
ENST00000622018	HPCAL1	1535	159	740	39	141	8
ENST00000620771	HPCAL1	1941	565	1146	259	367	8
ENST00000404824	PDIA6	2236	373	1839	129	246	8
ENST00000405022	C2ORF50	980	207	695	3	105	2
ENST00000381585	C2ORF50	2684	283	771	79	181	2
ENST00000473706	CENPO	4272	330	1214	266	410	9
ENST00000417737	KIF3C	5452	581	2638	80	515	7
ENST00000264712	KIF3C	5344	581	2962	80	515	7
ENST00000455394	KIF3C	5462	581	2599	80	515	7
ENST00000407684	GAREM2	5138	1757	3751	1219	1528	3
ENST00000620977	KCNK3	1956	454	1269	395	494	2
ENST00000315285	SPAST	5117	126	1976	258	426	4
ENST00000615843	SPAST	5212	222	2072	194	362	4
ENST00000621856	SPAST	1715	123	1715	23	191	4
ENST00000646571	None	None	None	None	194	362	0
ENST00000345662	SPAST	5116	222	1976	194	362	4
ENST00000403687	RASGRP3	4807	741	2813	540	636	18
ENST00000402538	RASGRP3	4738	653	2725	452	548	18
ENST00000437184	RASGRP3	861	346	861	145	241	18
ENST00000407811	RASGRP3	4210	273	2342	34	157	18
ENST00000389975	VIT	2770	303	2339	33	126	8
ENST00000379242	VIT	2810	303	2384	33	126	8
ENST00000448531	SLC8A1	561	301	561	57	210	12
ENST00000260653	SIX3	2523	208	1206	21	180	1
ENST00000611589	NRXN1	1857	959	1555	414	585	67
ENST00000406625	GPR75-ASB3	2113	233	1903	214	418	3
ENST00000412104	VRK2	1916	517	1689	249	360	9
ENST00000464909	C2ORF74	726	97	444	21	159	6
ENST00000457483	XPO1	488	207	488	80	260	24
ENST00000537589	CEP68	3768	881	1765	771	972	5
ENST00000320256	ASPRV1	2177	578	1609	355	499	1
ENST00000409918	ACTG2	927	107	466	16	115	9
ENST00000345517	ACTG2	1530	110	1240	19	118	9
ENST00000442912	ACTG2	540	107	540	16	115	9
ENST00000409731	ACTG2	1413	122	1123	31	130	9
ENST00000438902	ACTG2	1921	308	625	217	316	9
ENST00000429756	ACTG2	594	122	280	31	130	9
ENST00000409737	WBP1	1110	135	935	16	127	14
ENST00000428943	WBP1	989	241	989	13	124	14
ENST00000233615	WBP1	1294	275	1084	156	267	14
ENST00000393972	WBP1	1325	204	1115	85	196	14
ENST00000410111	IMMT	3001	389	2665	50	218	12
ENST00000237455	RNF103	3477	970	3027	691	841	6
ENST00000409511	CD8A	3048	1032	1739	727	868	4
ENST00000411425	ZNF514	2755	574	1776	227	326	4
ENST00000451498	ZAP70	1085	147	1085	4	124	8
ENST00000436234	LIPT1	583	466	583	2	170	7
ENST00000415142	LIPT1	803	486	803	9	177	7
ENST00000409929	IL1R1	1858	242	1858	38	149	13
ENST00000424272	IL1R1	2658	242	1585	38	149	13
ENST00000424272	IL1R1	2658	242	1585	99	216	13
ENST00000409929	IL1R1	1858	242	1858	99	216	13
ENST00000295269	SLC9A4	4138	458	2854	120	237	2
ENST00000233154	NCK2	2683	443	1585	248	344	6
ENST00000451463	NCK2	1795	277	528	82	178	6
ENST00000409032	UXS1	1935	755	1513	356	611	15
ENST00000409032	UXS1	1935	755	1513	117	291	15
ENST00000436241	UXS1	502	345	502	22	196	15
ENST00000376651	EDAR	4303	432	1874	118	391	3
ENST00000258443	EDAR	4214	432	1778	118	391	3
ENST00000409271	EDAR	4323	445	1887	15	288	3
ENST00000537335	POLR1B	4961	766	3540	258	630	17
ENST00000263331	POLR1B	4558	581	3988	258	630	17
ENST00000395595	RABL2B	2428	469	1158	367	463	15
ENST00000535589	ACTR3	1530	291	1394	199	292	8
ENST00000327097	MARCO	1838	136	1698	50	140	3
ENST00000311521	DBI	714	172	486	114	237	12
ENST00000263708	PTPN4	10300	772	3552	158	254	12
ENST00000443124	EPB41L5	2872	480	1997	279	438	10
ENST00000409158	PLEKHB2	2277	561	1253	26	194	11
ENST00000439822	PLEKHB2	4177	561	1076	26	194	11
ENST00000403716	PLEKHB2	4349	561	1271	26	194	11
ENST00000329321	GPR39	2784	470	1831	306	585	3
ENST00000636026	ZEB2	9432	530	4138	103	229	46
ENST00000440875	ZEB2	1809	538	1809	96	222	46
ENST00000636471	ZEB2	9583	494	4213	67	193	46
ENST00000465070	ZEB2	2949	464	640	37	163	46
ENST00000465308	ZEB2	1071	647	1071	66	192	46
ENST00000627532	ZEB2	9541	527	4171	100	226	46
ENST00000444559	ZEB2	577	389	577	268	376	46
ENST00000539609	ZEB2	4061	251	3823	130	238	46
ENST00000636471	ZEB2	9583	494	4213	373	481	46
ENST00000440875	ZEB2	1809	538	1809	402	510	46
ENST00000637267	ZEB2	9856	842	4486	721	829	46
ENST00000465070	ZEB2	2949	464	640	343	451	46
ENST00000636445	ZEB2	2947	370	480	249	357	46
ENST00000303660	ZEB2	3913	138	3779	17	125	46
ENST00000419938	ZEB2	1755	234	896	113	221	46
ENST00000636026	ZEB2	9432	530	4138	409	517	46
ENST00000627532	ZEB2	9541	527	4171	406	514	46
ENST00000241416	ACVR2A	5728	637	2178	536	857	7
ENST00000409680	ACVR1C	1786	279	1610	263	359	4
ENST00000263640	ACVR1	3047	431	1960	218	386	10
ENST00000263915	GRB14	2382	540	2162	1	544	6
ENST00000602501	DHRS9	2863	1504	2463	1073	1172	8
ENST00000234160	GORASP2	3173	816	2174	8	203	11
ENST00000397087	RAPGEF4	4120	391	2994	342	468	15
ENST00000249501	HOXD10	1989	256	1278	206	299	3
ENST00000416081	SSFA2	5067	419	559	157	259	15
ENST00000410103	PDE1A	2000	85	1692	38	179	9
ENST00000351439	PDE1A	2338	419	1978	32	167	9
ENST00000409365	PDE1A	2034	402	1991	15	150	9
ENST00000302277	ZNF804A	4690	595	4224	50	275	2
ENST00000359135	GULP1	3347	513	1427	22	226	18
ENST00000522700	OSGEPL1	1779	535	1779	83	173	8
ENST00000409545	C2ORF88	570	368	570	82	193	9
ENST00000426601	NAB1	545	246	545	197	293	10
ENST00000647236	None	None	None	None	288	378	0
ENST00000409010	COQ10B	1355	237	869	170	323	4
ENST00000233893	HSPE1	950	444	752	94	184	7
ENST00000430004	BOLL	2987	398	1399	295	430	8
ENST00000433157	BOLL	1270	398	1249	295	430	8
ENST00000423241	CFLAR	2128	549	1991	41	155	25
ENST00000194530	STRADB	2293	366	1622	68	326	10
ENST00000447698	STRADB	576	301	414	3	261	10
ENST00000374481	CD28	4526	223	528	117	318	3
ENST00000620139	MREG	2618	287	931	144	297	5
ENST00000263268	MREG	1314	297	941	154	307	5
ENST00000406027	TMEM169	3174	441	1334	94	196	6
ENST00000615025	TNS1	6488	1378	5475	1151	1415	21
ENST00000453776	TMBIM1	561	287	561	115	223	24
ENST00000396809	TMBIM1	2422	213	1148	41	149	24
ENST00000434015	TMBIM1	580	379	580	109	217	24
ENST00000453281	TMBIM1	534	283	534	111	219	24
ENST00000444000	TMBIM1	571	302	571	130	238	24
ENST00000440422	TMBIM1	659	338	659	166	274	24
ENST00000392105	STK36	4821	237	4121	29	119	16
ENST00000295709	STK36	4933	280	4227	72	162	16
ENST00000455724	STK36	583	357	583	27	117	16
ENST00000440309	STK36	4721	160	4107	8	140	16
ENST00000442769	TTLL4	3971	260	3667	228	408	21
ENST00000437755	TTLL4	747	225	747	193	373	21
ENST00000258398	TTLL4	4730	104	3703	72	252	21
ENST00000392102	TTLL4	4967	341	3940	309	489	21
ENST00000424644	TTLL4	588	287	588	255	435	21
ENST00000295728	CRYBA2	893	238	831	44	197	6
ENST00000409638	STK16	2868	173	1090	159	282	13
ENST00000409743	STK16	1069	105	926	91	214	13
ENST00000392088	TUBA4A	2499	557	1858	2	104	10
ENST00000392088	TUBA4A	2499	557	1858	360	480	10
ENST00000392086	DNAJB2	1946	212	1045	46	196	18
ENST00000421532	DNAJB2	585	190	585	24	174	18
ENST00000336576	DNAJB2	3176	289	1263	123	273	18
ENST00000295226	CCDC140	1699	385	876	52	268	2
ENST00000636099	NYAP2	5461	1047	3008	495	693	2
ENST00000305123	IRS1	9705	1022	4750	237	432	2
ENST00000410084	CAB39	1324	299	1324	189	348	7
ENST00000409625	TRPM8	722	124	621	51	153	14
ENST00000433712	TRPM8	5291	764	3025	199	301	14
ENST00000612395	ESPNL	3673	2358	2780	165	267	6
ENST00000543185	HDAC4	8990	1144	4062	890	1157	17
ENST00000319838	GPR35	2249	943	1872	538	628	5
ENST00000438799	PPP1R7	976	130	976	101	227	20
ENST00000272983	PPP1R7	1954	839	1792	19	700	20
ENST00000391969	NEU4	2526	712	2166	4	274	17
ENST00000404257	NEU4	2352	498	1988	7	277	17
ENST00000414416	LINC00116	2051	1401	1817	1024	1150	3
ENST00000588123	NFE2L2	814	376	814	200	290	14
ENST00000350110	CNTN6	3814	552	3638	128	440	6
ENST00000446702	CNTN6	4513	628	3714	213	525	6
ENST00000446632	IL5RA	2514	576	1838	412	538	11
ENST00000456302	IL5RA	1389	185	1186	21	147	11
ENST00000418488	IL5RA	5521	645	1622	412	538	11
ENST00000311981	IL5RA	1328	251	1258	18	144	11
ENST00000438560	IL5RA	2252	576	1712	412	538	11
ENST00000383846	IL5RA	1828	549	1556	385	511	11
ENST00000430514	IL5RA	1664	251	1252	18	144	11
ENST00000256452	IL5RA	2001	251	1513	18	144	11
ENST00000446632	IL5RA	2514	576	1838	121	298	11
ENST00000427088	IL5RA	839	513	839	113	290	11
ENST00000418488	IL5RA	5521	645	1622	121	298	11
ENST00000383846	IL5RA	1828	549	1556	94	271	11
ENST00000438560	IL5RA	2252	576	1712	121	298	11
ENST00000397261	ARPC4	2582	565	1071	450	693	8
ENST00000643396	None	None	None	None	2272	2437	0
ENST00000285018	WNT7A	4041	306	1355	230	422	3
ENST00000646371	None	None	None	None	39	153	0
ENST00000303498	BTD	2075	110	1741	179	293	12
ENST00000334133	RFTN1	2982	274	2010	183	273	12
ENST00000507877	TBC1D5	578	315	578	253	373	30
ENST00000312521	NR1D2	5258	320	2059	6	330	5
ENST00000446732	GLB1	631	18	272	4	139	19
ENST00000399402	GLB1	2512	133	2076	119	254	19
ENST00000458205	MLH1	2608	868	2415	567	657	23
ENST00000455445	MLH1	2296	696	2243	395	485	23
ENST00000536378	MLH1	2567	831	2378	530	620	23
ENST00000450863	GOLGA4	1617	282	1617	49	193	12
ENST00000617480	GOLGA4	1545	889	1545	49	193	12
ENST00000444882	GOLGA4	1451	305	805	72	216	12
ENST00000429018	GOLGA4	2036	281	2036	48	192	12
ENST00000356847	GOLGA4	7673	300	7031	67	211	12
ENST00000327956	SCN5A	335	139	335	17	107	14
ENST00000302328	SCN11A	6500	200	5575	96	192	3
ENST00000444237	SCN11A	5729	200	4534	96	192	3
ENST00000319283	GORASP1	3722	823	2145	236	392	27
ENST00000301831	ULK4	4613	464	4291	26	404	12
ENST00000232974	ZBTB47	3781	282	2525	181	283	2
ENST00000296091	ZNF502	3270	257	1891	153	264	4
ENST00000426532	LTF	2494	318	2318	296	422	9
ENST00000450053	NBEAL2	8827	180	8444	95	365	11
ENST00000296435	CAMP	745	157	678	66	327	1
ENST00000433541	TREX1	1105	533	1060	238	418	6
ENST00000635452	ATRIP	2197	None	None	92	272	11
ENST00000492235	TREX1	696	None	None	59	239	6
ENST00000442747	SHISA5	2250	391	1020	365	485	20
ENST00000619810	SHISA5	2385	447	1076	376	541	20
ENST00000417841	SHISA5	575	239	575	168	333	20
ENST00000453349	NCKIPSD	889	279	889	229	334	9
ENST00000454335	IP6K2	631	211	631	61	184	28
ENST00000431721	IP6K2	2174	239	796	89	212	28
ENST00000424035	IP6K2	568	284	568	134	257	28
ENST00000455545	IP6K2	539	95	539	31	379	28
ENST00000412795	IP6K2	750	186	572	122	470	28
ENST00000446860	IP6K2	1565	151	717	87	435	28
ENST00000541308	DAG1	5676	570	3257	430	553	22
ENST00000452317	DAG1	547	425	547	285	408	22
ENST00000442581	HYAL2	2318	580	2001	259	541	10
ENST00000395139	HYAL2	2136	395	1816	74	356	10
ENST00000231749	ZMYND10	2896	1274	2596	858	1149	9
ENST00000484633	PCBP4	2009	324	1406	71	260	19
ENST00000466412	PCBP4	837	464	837	63	252	19
ENST00000461544	PCBP4	562	425	562	24	213	19
ENST00000466412	PCBP4	837	464	837	197	401	19
ENST00000461544	PCBP4	562	425	562	158	362	19
ENST00000315877	ABHD14B	2236	695	1321	7	157	8
ENST00000395008	ABHD14B	1818	290	922	151	493	8
ENST00000360658	TLR9	3870	635	3733	92	329	1
ENST00000497267	ARHGEF3	2197	455	1948	281	419	15
ENST00000413728	ARHGEF3	3992	545	2143	371	509	15
ENST00000478300	SYNPR	2709	412	1269	133	373	15
ENST00000343837	SNTN	1090	21	464	13	163	3
ENST00000469440	SNTN	508	10	508	2	152	3
ENST00000354883	SLC25A26	2673	729	1553	338	497	6
ENST00000460784	KBTBD8	557	119	557	84	186	5
ENST00000478263	FRMD4B	3761	647	2707	326	446	18
ENST00000436010	ROBO1	7501	1239	5834	360	528	13
ENST00000618846	ROBO1	7483	1239	5816	360	528	13
ENST00000618833	ROBO1	7492	999	5819	360	528	13
ENST00000493990	ARL6	1705	584	1144	259	361	9
ENST00000335979	ARL6	1630	584	1144	259	361	9
ENST00000394206	ARL6	1590	544	1104	259	361	9
ENST00000463745	ARL6	4231	478	1038	252	354	9
ENST00000462412	ARL6	894	532	894	247	349	9
ENST00000240851	TFG	1978	341	1543	10	202	10
ENST00000620299	TFG	1289	435	1289	104	296	10
ENST00000491959	ZPLD1	2189	883	2130	819	921	4
ENST00000431630	BBX	601	244	601	100	232	26
ENST00000454540	BBX	392	354	392	210	342	26
ENST00000402543	BBX	3980	420	3095	159	291	26
ENST00000416476	BBX	2178	221	2107	77	209	26
ENST00000325805	BBX	3517	288	3113	144	276	26
ENST00000449335	BBX	675	244	675	100	232	26
ENST00000456419	BBX	871	256	871	112	244	26
ENST00000415149	BBX	8930	328	3063	184	316	26
ENST00000456817	BBX	581	367	581	223	355	26
ENST00000402163	BBX	1586	242	1586	98	230	26
ENST00000264538	IFT57	3203	249	1538	1	118	6
ENST00000491525	NECTIN3	564	513	564	160	292	11
ENST00000317012	ZBED2	2311	1010	1666	170	323	1
ENST00000393917	TAGLN3	1488	553	1152	63	177	7
ENST00000273368	TAGLN3	1349	418	1017	7	121	7
ENST00000478951	TAGLN3	1301	454	1053	138	252	7
ENST00000462705	ZBTB20	3740	823	2829	315	462	20
ENST00000491685	TMEM39A	852	356	852	28	145	12
ENST00000438581	TMEM39A	4393	337	777	9	126	12
ENST00000490099	TMEM39A	868	351	491	23	140	12
ENST00000468676	TMEM39A	935	361	935	77	194	12
ENST00000319172	TMEM39A	4369	422	1888	94	211	12
ENST00000273371	PLA1A	1786	73	1443	14	272	6
ENST00000393716	NR1I2	4417	1840	3144	302	395	5
ENST00000466380	NR1I2	4306	1840	3033	302	395	5
ENST00000469772	GTF2E1	503	117	503	106	208	5
ENST00000639785	None	None	None	None	127	268	0
ENST00000514891	SLC41A3	530	75	530	43	175	22
ENST00000469083	DNAJB8	3365	2559	3257	1298	1400	2
ENST00000469083	DNAJB8	3365	2559	3257	687	858	2
ENST00000515659	KIAA1257	1632	494	1387	322	451	5
ENST00000515659	KIAA1257	1632	494	1387	342	447	5
ENST00000393278	MBD4	1684	347	1135	17	182	10
ENST00000431818	IFT122	4414	897	4172	408	510	32
ENST00000509662	ATP2C1	559	253	559	73	223	24
ENST00000428331	ATP2C1	4795	236	2995	56	206	24
ENST00000510168	ATP2C1	5067	551	3310	371	521	24
ENST00000533801	ATP2C1	3690	504	3170	324	474	24
ENST00000328560	ATP2C1	3484	323	2989	143	293	24
ENST00000493720	UBA5	2058	593	1726	19	214	14
ENST00000356232	UBA5	3705	1073	2287	499	694	14
ENST00000402696	TF	2968	486	2582	197	299	14
ENST00000466490	SRPRB	2827	286	1101	8	101	5
ENST00000514516	AMOTL2	4521	180	2693	134	227	13
ENST00000460099	NME9	579	489	579	105	351	10
ENST00000512023	SLC25A36	817	112	372	3	96	15
ENST00000513887	SLC25A36	578	378	578	269	362	15
ENST00000465175	U2SURP	571	180	571	148	358	17
ENST00000305354	TM4SF4	2101	905	1513	608	698	3
ENST00000482706	SIAH2	427	178	427	108	216	3
ENST00000309170	P2RY14	2513	314	1330	151	253	3
ENST00000260843	GPR87	1608	466	1542	389	482	2
ENST00000494598	PLCH1	3525	378	3422	235	364	6
ENST00000494598	PLCH1	3525	378	3422	103	208	6
ENST00000471742	KCNAB1	3301	218	1444	1	91	15
ENST00000482710	GPR160	740	476	740	30	144	10
ENST00000492492	GPR160	1299	1201	1299	248	362	10
ENST00000492492	GPR160	1299	1201	1299	978	1071	10
ENST00000497658	PHC3	2087	19	474	5	203	17
ENST00000484931	PHC3	657	16	657	2	200	17
ENST00000351008	SPATA16	2106	185	1894	1	205	1
ENST00000392685	KCNMB3	1608	641	1468	630	759	7
ENST00000465010	B3GNT5	1766	524	1660	221	392	12
ENST00000265026	MAP3K13	9876	335	3235	17	299	15
ENST00000307944	CRYGS	759	126	662	115	229	3
ENST00000445105	FGF12	5406	247	792	13	220	9
ENST00000446356	ATP13A3	542	403	542	174	297	11
ENST00000256031	ATP13A3	7322	403	4083	174	297	11
ENST00000433111	TNK2	580	288	580	247	478	22
ENST00000446879	TM4SF19	1582	127	1026	120	246	4
ENST00000273695	TM4SF19	1022	127	756	120	246	4
ENST00000454715	TM4SF19	1061	242	793	235	361	4
ENST00000442633	TM4SF19-TCTEX1D2	964	112	741	105	231	1
ENST00000409690	CEP19	2201	424	927	378	468	2
ENST00000273582	RUBCN	6955	547	3330	518	623	11
ENST00000474214	RUBCN	615	542	615	381	522	11
ENST00000443496	LTF	2656	569	2656	221	386	9
ENST00000476379	CCDC39	4451	873	2888	407	536	7
ENST00000513420	CTBP1	704	269	704	238	427	19
ENST00000510568	CTBP1	4250	593	1099	562	751	19
ENST00000382952	CTBP1	2467	386	1675	355	544	19
ENST00000514210	CTBP1	856	250	856	219	408	19
ENST00000515399	CTBP1	985	472	985	441	630	19
ENST00000398052	GRK4	2202	344	2080	256	424	10
ENST00000504933	GRK4	1971	251	1849	163	331	10
ENST00000513555	NSG1	3291	1111	1668	645	735	11
ENST00000421177	NSG1	4172	1992	2549	1051	1141	11
ENST00000397958	NSG1	2650	470	1027	4	94	11
ENST00000413009	ACOX3	2374	91	1965	3	234	8
ENST00000503196	FBXL5	595	209	595	33	333	13
ENST00000503617	FAM200B	1027	955	1027	766	862	23
ENST00000622362	FAM200B	4377	916	2889	727	823	23
ENST00000422728	FAM200B	2962	839	2812	650	746	23
ENST00000505450	PROM1	4349	614	3184	420	612	20
ENST00000508940	PROM1	567	447	567	253	445	20
ENST00000447510	PROM1	3977	213	2810	19	211	20
ENST00000540805	PROM1	3908	213	2741	19	211	20
ENST00000510224	PROM1	4006	250	2847	56	248	20
ENST00000508322	PROM1	551	379	551	185	377	20
ENST00000508167	PROM1	4014	281	2851	87	279	20
ENST00000539194	PROM1	3884	213	2717	19	211	20
ENST00000514967	PROM1	568	526	568	332	524	20
ENST00000509207	KCNIP4	1301	291	857	27	141	10
ENST00000515861	TLR1	578	308	578	175	289	10
ENST00000507168	LNX1	572	525	572	29	233	9
ENST00000510143	LNX1	731	433	731	65	269	9
ENST00000602986	AASDH	3480	528	3365	257	398	10
ENST00000638187	None	None	None	None	52	172	0
ENST00000640343	None	None	None	None	52	172	0
ENST00000616975	REST	1370	348	1370	52	172	9
ENST00000640168	None	None	None	None	52	172	0
ENST00000612429	REST	1376	348	1376	52	172	9
ENST00000309042	REST	7300	315	3608	19	139	9
ENST00000502323	GRSF1	1794	263	1219	216	336	8
ENST00000395999	NPFFR2	1866	346	1617	95	341	5
ENST00000359107	MTHFD2L	954	198	954	169	283	15
ENST00000429519	MTHFD2L	1798	524	1195	495	609	15
ENST00000325278	MTHFD2L	2300	141	1010	112	226	15
ENST00000433372	MTHFD2L	1407	377	817	117	231	15
ENST00000423607	MTHFD2L	2007	240	560	211	325	15
ENST00000429335	MTHFD2L	786	265	585	236	350	15
ENST00000429927	CDKL2	3383	705	2186	441	576	4
ENST00000307465	CDKL2	2565	515	2227	251	386	4
ENST00000506234	CDKL2	965	475	651	211	346	4
ENST00000237642	STBD1	3420	745	1821	25	274	1
ENST00000237642	STBD1	3420	745	1821	21	123	1
ENST00000264343	ARHGAP24	4572	659	2626	54	189	12
ENST00000436978	PTPN13	8573	481	7953	42	138	9
ENST00000502971	PTPN13	1708	479	1162	40	136	9
ENST00000427191	PTPN13	8487	481	7881	42	138	9
ENST00000509418	SMARCAD1	2348	388	2178	176	344	8
ENST00000505184	TSPAN5	1191	286	879	197	287	10
ENST00000511800	TSPAN5	581	241	357	152	242	10
ENST00000515287	TSPAN5	574	244	574	155	245	10
ENST00000511651	TSPAN5	710	531	710	442	532	10
ENST00000450253	EIF4E	11523	1526	2179	175	343	11
ENST00000209668	ADH1A	1499	115	1242	26	119	3
ENST00000394833	SLC39A8	3238	478	1860	64	361	8
ENST00000502404	UBE2D3	574	202	558	92	272	33
ENST00000508476	UBE2D3	601	385	601	275	455	33
ENST00000507845	UBE2D3	577	191	547	81	261	33
ENST00000394730	GSTCD	4043	255	1895	31	238	11
ENST00000507281	GSTCD	2091	252	1274	28	235	11
ENST00000512828	GSTCD	572	451	572	37	244	11
ENST00000358008	AIMP1	2412	675	1613	145	445	4
ENST00000506993	SGMS2	570	467	570	107	221	9
ENST00000394686	SGMS2	2127	630	1727	89	203	9
ENST00000508453	CYP2U1	3125	874	1881	165	339	3
ENST00000394665	RPL34	529	133	486	18	162	7
ENST00000394537	ANK2	6313	54	5672	20	113	27
ENST00000504454	ANK2	5270	80	5270	46	139	27
ENST00000357077	ANK2	14196	54	11927	20	113	27
ENST00000315366	ARSJ	4657	868	2667	800	944	4
ENST00000509829	ARSJ	2253	451	852	383	527	4
ENST00000529613	IL15	1355	592	1080	341	476	8
ENST00000514653	IL15	1388	647	1054	208	343	8
ENST00000514653	IL15	1388	647	1054	278	425	8
ENST00000296575	HHIP	10072	656	2758	136	679	8
ENST00000432059	SLC10A7	3747	248	1231	138	243	9
ENST00000335472	SLC10A7	2798	217	1239	107	212	9
ENST00000502607	SLC10A7	1638	206	400	96	201	9
ENST00000394059	SLC10A7	1730	179	658	69	174	9
ENST00000511374	SLC10A7	869	114	371	4	109	9
ENST00000260010	TLR2	4200	1409	3763	289	391	1
ENST00000509493	FGB	1164	275	1093	261	435	7
ENST00000502959	GUCY1B3	2255	121	2046	12	219	7
ENST00000502773	PDGFC	4165	492	1529	334	496	9
ENST00000274071	PDGFC	2987	413	565	255	417	9
ENST00000511038	TMEM144	546	516	546	339	429	17
ENST00000514558	TMEM144	3699	1797	2306	1620	1710	17
ENST00000505189	TMEM144	764	504	764	327	417	17
ENST00000512481	TMEM144	731	471	731	294	384	17
ENST00000226725	KLHL2	3134	260	2041	205	331	10
ENST00000505696	DDX60L	588	215	588	10	274	16
ENST00000359562	HAND2	2780	941	1594	571	742	4
ENST00000404450	ADAM29	3171	517	2979	19	121	14
ENST00000514159	ADAM29	3010	431	2893	14	116	14
ENST00000507540	GPM6A	568	445	568	303	402	21
ENST00000507520	GPM6A	566	251	566	109	208	21
ENST00000505375	GPM6A	561	316	561	174	273	21
ENST00000512610	GPM6A	579	221	579	79	178	21
ENST00000513667	GPM6A	579	284	579	142	241	21
ENST00000512509	GPM6A	566	306	566	164	263	21
ENST00000509865	GPM6A	551	403	551	261	360	21
ENST00000502754	GPM6A	616	265	616	123	222	21
ENST00000505561	GPM6A	690	423	690	281	380	21
ENST00000512897	GPM6A	584	454	584	312	411	21
ENST00000427431	WWC2	6373	148	381	126	246	10
